row_type,measurement_index,target_x_mm,target_y_mm,target_force_N,actual_x_mm,actual_y_mm,position_time_s,actual_force_N,force_time_s,eit_0,eit_1,eit_2,eit_3,eit_4,eit_5,eit_6,eit_7,eit_8,eit_9,eit_10,eit_11,eit_12,eit_13,eit_14,eit_15,eit_time_s
contact,5.0,76.538462,21.102564,1.0,76.54,21.1,102.05840883899964,1.2731,111.35260954099977,0.1408,0.14384615384615382,0.13694615384615386,0.13674615384615388,0.19470000000000004,0.18500000000000003,0.14032307692307694,0.13513076923076922,0.1287923076923077,0.1385692307692308,0.24457692307692308,0.2510153846153846,0.2691307692307693,0.27135384615384617,0.1896076923076923,0.18491538461538462,112.55645976999948
baseline,6.0,66.692308,30.384615,2.0,66.69,30.38,115.05785582399947,0.0,,0.1439769230769231,0.14722307692307693,0.14420769230769231,0.1443076923076923,0.23883076923076924,0.22876923076923075,0.15352307692307693,0.14983076923076927,0.1366076923076923,0.14266153846153845,0.24563846153846156,0.2549153846153846,0.17827692307692308,0.18063076923076926,0.19479230769230768,0.19053076923076923,115.15378979399976
contact,6.0,66.692308,30.384615,2.0,66.69,30.38,115.05785582399947,2.5197,124.38419152499957,0.1446538461538462,0.14796153846153842,0.13870769230769234,0.13789999999999997,0.1731230769230769,0.16603076923076918,0.1512,0.14759230769230766,0.13416153846153847,0.1386846153846154,0.24517692307692313,0.25666923076923076,0.18195384615384616,0.1843384615384615,0.1864846153846154,0.18273076923076928,125.538417836
baseline,7.0,69.974359,24.760684,3.0,69.97,24.76,127.52989922599954,0.0,,0.14462307692307697,0.1477076923076923,0.13940769230769232,0.13789230769230768,0.21597692307692304,0.20567692307692306,0.1539307692307692,0.15020769230769232,0.1359230769230769,0.14262307692307694,0.24711538461538465,0.25628461538461533,0.1825384615384615,0.18494615384615384,0.1867846153846154,0.1840153846153846,127.70356624499982
contact,7.0,69.974359,24.760684,3.0,69.97,24.76,127.52989922599954,3.4865,137.43711891800012,0.14273076923076927,0.14559230769230766,0.13612307692307693,0.13503076923076923,0.2100923076923077,0.19891538461538463,0.15756153846153845,0.15493076923076923,0.13722307692307692,0.1441307692307692,0.24685384615384617,0.25555384615384613,0.1834769230769231,0.1858,0.1856692307692308,0.1823153846153846,138.52149848199952
baseline,8.0,101.153846,16.316239,3.0,101.15,16.32,142.46614341900022,0.0,,0.14271538461538463,0.14548461538461538,0.13783076923076923,0.13633846153846155,0.21250000000000002,0.2019692307692308,0.1643923076923077,0.16067692307692308,0.1339,0.14004615384615388,0.24549230769230765,0.2562538461538461,0.2224230769230769,0.22423846153846153,0.1874538461538462,0.18398461538461539,142.63239913399957
contact,8.0,101.153846,16.316239,3.0,101.15,16.32,142.46614341900022,3.3199,152.0141613200003,0.14094615384615386,0.14388461538461536,0.13503846153846155,0.1337153846153846,0.2066769230769231,0.19652307692307694,0.19379230769230768,0.19013076923076921,0.13205384615384613,0.13913846153846154,0.2624230769230769,0.26785384615384616,0.23666923076923074,0.23862307692307688,0.13433076923076925,0.1552769230769231,153.0189467069995
baseline,9.0,79.820513,17.569801,1.0,79.82,17.57,156.1328589269997,0.0,,0.1406461538461539,0.14359230769230766,0.13472307692307695,0.13326923076923078,0.2065153846153846,0.19628461538461542,0.19938461538461538,0.19653076923076923,0.13373846153846153,0.14243076923076925,0.25749999999999995,0.2658307692307692,0.23463076923076925,0.23648461538461538,0.19365384615384612,0.1877923076923077,156.26547636600026
contact,9.0,79.820513,17.569801,1.0,79.82,17.57,156.1328589269997,1.2025,164.54402233899964,0.13994615384615386,0.1429153846153846,0.13408461538461539,0.13304615384615384,0.20681538461538462,0.19676923076923078,0.21166923076923075,0.20948461538461535,0.1335384615384615,0.14253846153846156,0.2567076923076923,0.2616461538461538,0.23066153846153847,0.23255384615384617,0.19009230769230767,0.18523076923076923,165.56888525500017
baseline,10.0,66.692308,17.34188,4.0,66.69,17.34,168.03425640099977,0.0,,0.1397307692307692,0.14243846153846157,0.1335538461538461,0.1321230769230769,0.2079692307692308,0.19756923076923077,0.21069230769230768,0.20806153846153846,0.13389999999999996,0.14122307692307692,0.2514769230769231,0.2611307692307693,0.22935384615384613,0.23128461538461542,0.18894615384615385,0.18417692307692307,168.16541389099984
contact,10.0,66.692308,17.34188,4.0,66.69,17.34,168.03425640099977,4.3549,178.0993767330001,0.14187692307692304,0.1447692307692308,0.1331153846153846,0.13179230769230765,0.18113846153846153,0.1680384615384615,0.21403846153846157,0.21026923076923076,0.13346923076923073,0.13871538461538463,0.24853846153846154,0.257923076923077,0.22728461538461542,0.22972307692307686,0.18731538461538463,0.1834692307692308,179.20018068700028
baseline,11.0,61.769231,24.846154,2.0,61.77,24.85,181.3898341309996,0.0,,0.1419076923076923,0.14506153846153846,0.13570769230769228,0.13526923076923075,0.22378461538461536,0.2135153846153846,0.21264615384615382,0.20920000000000002,0.13289230769230773,0.13853846153846153,0.24935384615384612,0.2603076923076923,0.18150769230769234,0.18383846153846153,0.18948461538461542,0.18506153846153847,181.58084094100013
contact,11.0,61.769231,24.846154,2.0,61.77,24.85,181.3898341309996,2.364,191.1636259119996,0.14169999999999996,0.1445615384615385,0.13434615384615387,0.13460769230769234,0.22154615384615386,0.2115923076923077,0.25553076923076923,0.25333076923076925,0.13264615384615389,0.14148461538461538,0.2521615384615385,0.25893076923076924,0.18013846153846153,0.18217692307692304,0.18272307692307696,0.17820769230769226,192.18304412999987
baseline,12.0,89.666667,27.962963,2.0,89.67,27.96,195.79477112599943,0.0,,0.14128461538461537,0.14412307692307694,0.1347923076923077,0.13536923076923074,0.22303846153846155,0.21277692307692314,0.1604615384615385,0.15670769230769233,0.1306769230769231,0.13645384615384615,0.24863076923076924,0.2590384615384616,0.18346923076923077,0.18539230769230772,0.18222307692307693,0.1785,195.8607125540002
contact,12.0,89.666667,27.962963,2.0,89.67,27.96,195.79477112599943,2.1575,205.1937319990002,0.14148461538461538,0.14441538461538464,0.13496923076923079,0.13473076923076927,0.22324615384615384,0.21287692307692307,0.16356923076923074,0.15993076923076918,0.13123076923076923,0.13675384615384617,0.25095384615384614,0.2618,0.1835,0.18568461538461542,0.18243846153846155,0.18116923076923078,206.2469103909998
baseline,13.0,86.384615,28.042735,2.0,86.38,28.04,207.99895911299973,0.0,,0.14098461538461537,0.14377692307692305,0.13449230769230772,0.13523846153846153,0.22495384615384617,0.21506923076923076,0.1641692307692308,0.16156923076923077,0.13275384615384617,0.1417307692307692,0.25431538461538467,0.26088461538461544,0.1837692307692308,0.18586923076923073,0.1816076923076923,0.17803846153846153,208.19435879399956
contact,13.0,86.384615,28.042735,2.0,86.38,28.04,207.99895911299973,2.3865,217.77715995699964,0.14049230769230772,0.14290769230769232,0.1335538461538461,0.1341692307692308,0.22378461538461542,0.21346153846153842,0.16337692307692306,0.16028461538461541,0.12850769230769232,0.13485384615384616,0.25203846153846154,0.26197692307692305,0.1828076923076923,0.18498461538461541,0.18088461538461542,0.17813846153846152,218.79649066099955
baseline,14.0,84.74359,29.820513,2.0,84.74,29.82,220.47907660300007,0.0,,0.14088461538461539,0.14379230769230764,0.13476153846153843,0.13556923076923078,0.2302538461538462,0.2196923076923077,0.16673846153846153,0.1630846153846154,0.13404615384615381,0.14040000000000002,0.2503461538461539,0.2594692307692308,0.1874769230769231,0.18832307692307693,0.1808615384615385,0.1772,220.5280664149996
contact,14.0,84.74359,29.820513,2.0,84.74,29.82,220.47907660300007,2.0534,228.80438157299977,0.14044615384615386,0.14362307692307688,0.13329230769230768,0.13470000000000001,0.23276923076923076,0.22289230769230767,0.15580769230769229,0.1543615384615385,0.10656153846153847,0.11686923076923078,0.2666538461538462,0.27279230769230767,0.23079230769230769,0.23273076923076916,0.18100769230769234,0.1757153846153846,229.83224905399948
baseline,15.0,107.717949,18.054131,4.0,107.72,18.05,233.24534852299985,0.0,,0.14216153846153848,0.14498461538461538,0.13506923076923077,0.13506153846153846,0.23353076923076926,0.22410769230769229,0.18686923076923073,0.18235384615384614,0.13722307692307692,0.1432692307692308,0.2530769230769231,0.26252307692307697,0.17936923076923078,0.18186153846153846,0.1811923076923077,0.17711538461538462,233.2923388270001
contact,15.0,107.717949,18.054131,4.0,107.72,18.05,233.24534852299985,4.0208,244.37994523499947,0.1405307692307693,0.14343846153846151,0.13273846153846156,0.13215384615384615,0.23,0.22006153846153845,0.21514615384615385,0.21081538461538463,0.1312076923076923,0.13713076923076922,0.2492923076923077,0.2596615384615384,0.1817153846153846,0.18458461538461537,0.19416923076923076,0.18684615384615386,245.4099343629996
baseline,16.0,71.615385,15.598291,1.0,71.62,15.6,249.67344398000023,0.0,,0.1413076923076923,0.14439230769230774,0.13493076923076924,0.13339230769230767,0.23072307692307692,0.22076923076923077,0.27412307692307697,0.27013846153846155,0.13222307692307694,0.1385692307692308,0.2511769230769231,0.26123846153846153,0.18416153846153846,0.18647692307692307,0.18863076923076927,0.1823,249.7379203700002
contact,16.0,71.615385,15.598291,1.0,71.62,15.6,249.67344398000023,1.4119,257.91569153099954,0.1414384615384615,0.14445384615384618,0.13415384615384618,0.13260000000000002,0.23599230769230772,0.22564615384615386,0.1989615384615385,0.19492307692307692,0.13180769230769226,0.13718461538461538,0.24871538461538462,0.2569076923076923,0.17797692307692306,0.18070000000000003,0.1825384615384616,0.17939999999999998,259.0419046500001
baseline,17.0,53.564103,22.977208,3.0,53.56,22.98,261.9680279029999,0.0,,0.14058461538461542,0.14383846153846153,0.13424615384615388,0.13383076923076923,0.2342692307692307,0.22456923076923074,0.2027769230769231,0.1999153846153846,0.13553846153846155,0.14429999999999998,0.2544538461538462,0.2611307692307692,0.1764230769230769,0.17878461538461538,0.18497692307692304,0.17950769230769228,262.07201642899963
contact,17.0,53.564103,22.977208,3.0,53.56,22.98,261.9680279029999,3.3969,272.4566266869997,0.1400846153846154,0.1432153846153846,0.13496923076923079,0.13545384615384612,0.23403846153846158,0.22384615384615386,0.20099230769230772,0.19842307692307692,0.1337230769230769,0.14334615384615385,0.2544230769230769,0.26076923076923075,0.175,0.17685384615384617,0.1832538461538461,0.17784615384615382,273.5390966519999
baseline,18.0,88.025641,17.712251,2.0,88.03,17.71,277.6899524069995,0.0,,0.14107692307692307,0.14416923076923077,0.1339923076923077,0.13425384615384617,0.23286153846153848,0.2226076923076923,0.2097923076923077,0.20654615384615382,0.1325538461538462,0.14076153846153847,0.25218461538461545,0.26026153846153854,0.17442307692307693,0.17631538461538462,0.18263846153846158,0.1776846153846154,277.8666186720002
contact,18.0,88.025641,17.712251,2.0,88.03,17.71,277.6899524069995,2.2908,287.5524607039997,0.13997692307692308,0.14311538461538462,0.13285384615384618,0.13209230769230768,0.22993846153846156,0.22002307692307696,0.2495923076923077,0.24600000000000002,0.13265384615384618,0.13875384615384617,0.26031538461538467,0.2665538461538462,0.17453076923076927,0.17635384615384617,0.18503076923076925,0.18032307692307692,288.68493869400027
baseline,19.0,58.487179,21.039886,2.0,58.49,21.04,292.4235607109995,0.0,,0.13914615384615384,0.1422,0.13213846153846154,0.13159999999999997,0.22947692307692308,0.2192615384615385,0.2542461538461539,0.25041538461538465,0.1328923076923077,0.1385769230769231,0.2540615384615384,0.26471538461538463,0.1734846153846154,0.1756,0.1827846153846154,0.17768461538461539,292.5789415090003
contact,19.0,58.487179,21.039886,2.0,58.49,21.04,292.4235607109995,2.0072,302.112270224,0.13149999999999998,0.13473076923076927,0.1331153846153846,0.13222307692307697,0.22913846153846154,0.2186076923076923,0.2563076923076923,0.2522307692307692,0.12937692307692306,0.13485384615384616,0.2523692307692308,0.2638538461538461,0.17280000000000004,0.17466153846153848,0.18222307692307688,0.17827692307692306,303.1821569369995
baseline,20.0,65.051282,22.937322,3.0,65.05,22.94,305.2140430119998,0.0,,0.1428769230769231,0.14573846153846148,0.13241538461538466,0.13319999999999999,0.2290538461538461,0.21923076923076923,0.2583384615384615,0.2555615384615385,0.13198461538461537,0.14130769230769227,0.2592076923076923,0.2656846153846154,0.17365384615384613,0.1757153846153846,0.1832230769230769,0.17818461538461533,305.346956845
contact,20.0,65.051282,22.937322,3.0,65.05,22.94,305.2140430119998,3.3618,315.15116267400026,0.14281538461538462,0.14575384615384612,0.13210769230769231,0.13133076923076922,0.21535384615384615,0.20334615384615382,0.26226153846153843,0.25909230769230773,0.13297692307692308,0.13981538461538462,0.25379999999999997,0.2638615384615384,0.17271538461538463,0.17465384615384616,0.1818153846153846,0.17751538461538463,316.164467605
baseline,21.0,99.512821,29.358974,4.0,99.51,29.36,320.3250297960003,0.0,,0.14327692307692305,0.14639230769230774,0.1365461538461539,0.13705384615384616,0.2340615384615385,0.2236692307692308,0.2584923076923077,0.2551307692307692,0.13222307692307694,0.13829230769230774,0.25445384615384614,0.2649,0.30188461538461536,0.3029846153846154,0.18122307692307693,0.17676153846153847,320.4920906460002
contact,21.0,99.512821,29.358974,4.0,99.51,29.36,320.3250297960003,4.1485,331.72700567099946,0.14269230769230773,0.14549230769230767,0.1354230769230769,0.13512307692307693,0.2323307692307692,0.2222384615384615,0.27120769230769226,0.26766153846153845,0.1311153846153846,0.1366846153846154,0.2563846153846154,0.2653692307692308,0.2103076923076923,0.2125384615384616,0.1851076923076923,0.1832538461538461,332.82645745900027
baseline,22.0,51.923077,21.017094,1.0,51.92,21.02,338.0019122900003,0.0,,0.14126923076923076,0.14411538461538462,0.13334615384615384,0.13406153846153848,0.23256153846153846,0.2228230769230769,0.26976923076923076,0.2664153846153846,0.1323076923076923,0.14026153846153847,0.2610846153846154,0.26837692307692307,0.3599076923076923,0.3612615384615384,0.18507692307692308,0.18262307692307694,338.0179461199996
contact,22.0,51.923077,21.017094,1.0,51.92,21.02,338.0019122900003,1.0807,346.2465538389997,0.14072307692307695,0.14369230769230765,0.13241538461538463,0.13231538461538464,0.2323230769230769,0.22229230769230768,0.26745384615384615,0.2644230769230769,0.13165384615384612,0.14113076923076923,0.26011538461538464,0.2660538461538462,0.34887692307692303,0.35066153846153847,0.18177692307692306,0.17813846153846152,347.32236247199944
baseline,23.0,84.74359,26.344729,1.0,84.74,26.34,351.29693878499984,0.0,,0.14,0.14310769230769232,0.13310769230769232,0.13339230769230767,0.2307,0.22015384615384617,0.26628461538461545,0.26243076923076925,0.1300153846153846,0.13555384615384616,0.2544461538461539,0.26493076923076925,0.34051538461538466,0.34207692307692306,0.18080000000000004,0.17794615384615384,351.43271780299983
contact,23.0,84.74359,26.344729,1.0,84.74,26.34,351.29693878499984,1.3246,358.8069138089995,0.13936153846153845,0.14242307692307696,0.13229230769230774,0.13072307692307694,0.22737692307692306,0.21930769230769231,0.25598461538461537,0.2541,0.10733846153846151,0.11355384615384613,0.2645923076923077,0.27496923076923074,0.3305384615384615,0.3322153846153846,0.1815923076923077,0.17773076923076922,359.8722400480001
baseline,24.0,86.384615,24.589744,3.0,86.38,24.59,361.49679429800017,0.0,,0.13914615384615384,0.14198461538461535,0.13182307692307688,0.13293076923076924,0.23123846153846153,0.22136153846153844,0.2736,0.2698076923076923,0.13896923076923076,0.14529230769230767,0.2614846153846154,0.26929230769230766,0.3308384615384615,0.33255384615384614,0.18107692307692308,0.17726153846153847,361.6025560170001
contact,24.0,86.384615,24.589744,3.0,86.38,24.59,361.49679429800017,3.3441,371.33664249399953,0.13806153846153846,0.14070769230769234,0.1305538461538462,0.13139230769230767,0.22889999999999994,0.2192,0.2647307692307692,0.2632307692307692,0.1265692307692308,0.1358846153846154,0.27089230769230765,0.276,0.3300615384615384,0.33155384615384614,0.187,0.18013076923076918,372.4211429039997
baseline,25.0,63.410256,15.39886,1.0,63.41,15.4,375.7969049120002,0.0,,0.14179230769230766,0.1446538461538462,0.13650769230769233,0.13667692307692308,0.23399999999999996,0.22513846153846157,0.2732538461538462,0.26903076923076924,0.14036923076923077,0.14872307692307693,0.2702538461538462,0.27539230769230777,0.1960769230769231,0.19797692307692308,0.18375384615384618,0.17860769230769233,375.88473306000014
contact,25.0,63.410256,15.39886,1.0,63.41,15.4,375.7969049120002,1.3739,383.9135098199995,0.14020000000000005,0.1428923076923077,0.13397692307692305,0.13350769230769227,0.2241307692307692,0.21426923076923077,0.27757692307692305,0.2736923076923077,0.13569999999999996,0.1428,0.26134615384615384,0.2679538461538461,0.18564615384615382,0.18780769230769234,0.17973076923076922,0.1755153846153846,384.9725050950001
baseline,26.0,111.0,29.0,4.0,111.0,29.0,390.15208371100016,0.0,,0.14173846153846148,0.14463846153846155,0.1364692307692308,0.13729999999999995,0.23251538461538462,0.22244615384615385,0.21143076923076926,0.20713846153846155,0.13465384615384618,0.1396153846153846,0.25704615384615387,0.26779230769230766,0.25577692307692307,0.25635384615384615,0.17982307692307692,0.1757,390.1642692579999
contact,26.0,111.0,29.0,4.0,111.0,29.0,390.15208371100016,4.4355,400.4516513359995,0.13759999999999997,0.14075384615384617,0.13241538461538466,0.13469230769230772,0.2328076923076923,0.2228846153846154,0.3170461538461539,0.31333846153846157,0.13580769230769227,0.14083076923076926,0.2928769230769231,0.3013538461538462,0.20059999999999997,0.2026769230769231,0.23963076923076929,0.22360769230769229,401.6317402499999
baseline,27.0,60.128205,22.954416,3.0,60.13,22.95,407.0122106930002,0.0,,0.1383846153846154,0.14125384615384615,0.13297692307692308,0.13453846153846155,0.23243076923076925,0.22289230769230767,0.2253615384615385,0.22299230769230774,0.1370846153846154,0.1474076923076923,0.2722230769230769,0.2765076923076923,0.18544615384615387,0.18702307692307693,0.19473846153846158,0.18972307692307694,407.041997581
contact,27.0,60.128205,22.954416,3.0,60.13,22.95,407.0122106930002,3.4559,417.530674781,0.13710769230769232,0.13991538461538464,0.13265384615384618,0.1336230769230769,0.2300230769230769,0.21914615384615388,0.22156153846153842,0.2182846153846154,0.13248461538461542,0.13903846153846156,0.26105384615384614,0.2702461538461538,0.17846923076923077,0.18006923076923076,0.18740769230769233,0.18319230769230768,418.7256029529999
baseline,28.0,50.282051,21.011396,3.0,50.28,21.01,421.0114636480002,0.0,,0.13931538461538462,0.14205384615384614,0.1315384615384615,0.13318461538461537,0.2182846153846154,0.20840769230769227,0.22599999999999998,0.2231769230769231,0.13409230769230765,0.14358461538461537,0.2649538461538462,0.27017692307692315,0.1783230769230769,0.18027692307692303,0.18721538461538462,0.18199230769230773,421.106126271
contact,28.0,50.282051,21.011396,3.0,50.28,21.01,421.0114636480002,3.4516,431.5947254780003,0.14270000000000002,0.14560769230769227,0.1319384615384615,0.1319307692307692,0.21235384615384614,0.20224615384615385,0.2348076923076923,0.23179999999999998,0.13325384615384614,0.1426538461538462,0.2636384615384615,0.26936923076923075,0.17683076923076926,0.17858461538461542,0.18578461538461538,0.18103846153846154,432.7900877209995
baseline,29.0,69.974359,19.239316,3.0,69.97,19.24,435.8076187549996,0.0,,0.1388846153846154,0.14169999999999996,0.13377692307692307,0.1344769230769231,0.21001538461538466,0.19957692307692307,0.24746153846153846,0.24399230769230768,0.13187692307692306,0.13912307692307693,0.2605,0.26843846153846157,0.17646153846153848,0.1784076923076923,0.1850923076923077,0.18078461538461538,435.8189305189999
contact,29.0,69.974359,19.239316,3.0,69.97,19.24,435.8076187549996,3.3849,445.14977977800027,0.13831538461538465,0.14094615384615386,0.13228461538461542,0.13312307692307693,0.20763076923076926,0.19696153846153844,0.2072153846153846,0.20343076923076917,0.13262307692307695,0.1387615384615385,0.2589692307692308,0.26764615384615387,0.17559230769230771,0.17739999999999997,0.18386153846153844,0.1795615384615385,446.2058353889997
baseline,30.0,51.923077,21.017094,2.0,51.92,21.02,449.0730434500001,0.0,,0.13766153846153842,0.14046923076923082,0.1322307692307692,0.1326615384615385,0.2113846153846154,0.20114615384615384,0.2093769230769231,0.2055923076923077,0.13217692307692308,0.13806923076923078,0.25816153846153844,0.26739230769230765,0.17532307692307691,0.17702307692307692,0.1834461538461538,0.17966923076923078,449.2354566029999
contact,30.0,51.923077,21.017094,2.0,51.92,21.02,449.0730434500001,2.4156,459.2189447479996,0.13756153846153843,0.14033076923076926,0.1305538461538462,0.13064615384615388,0.20956923076923076,0.1989769230769231,0.2079153846153846,0.2042230769230769,0.13050769230769235,0.13658461538461542,0.25724615384615385,0.26668461538461546,0.17454615384615388,0.17612307692307688,0.1828153846153846,0.1791230769230769,460.2697842979997
baseline,31.0,69.974359,19.239316,2.0,69.97,19.24,463.1509205739994,0.0,,0.13680769230769232,0.13969999999999996,0.13159230769230768,0.13186923076923074,0.2086384615384615,0.19820769230769228,0.20809230769230774,0.20436153846153846,0.13045384615384611,0.13595384615384618,0.2568769230769231,0.2667076923076923,0.17483846153846155,0.17683076923076926,0.1829538461538462,0.1789692307692308,463.2993272859994
contact,31.0,69.974359,19.239316,2.0,69.97,19.24,463.1509205739994,2.0774,471.7269982339994,0.13716153846153845,0.13974615384615383,0.1308692307692308,0.13167692307692305,0.20360769230769232,0.19269230769230772,0.20969230769230768,0.20603846153846156,0.1304923076923077,0.13646153846153852,0.2572076923076923,0.2661230769230769,0.17489230769230774,0.17679230769230775,0.18173076923076925,0.1776538461538462,472.81871686700015
baseline,32.0,68.333333,19.222222,1.0,68.33,19.22,474.4201824689999,0.0,,0.13672307692307695,0.1393230769230769,0.13053846153846158,0.13102307692307694,0.20831538461538457,0.1978615384615385,0.20990769230769235,0.20621538461538463,0.13021538461538465,0.13589999999999997,0.25612307692307695,0.26582307692307694,0.17470000000000005,0.17662307692307697,0.1815923076923077,0.17776923076923076,474.5505027039999
contact,32.0,68.333333,19.222222,1.0,68.33,19.22,474.4201824689999,1.4824,482.2753775660003,0.1382153846153846,0.14101538461538463,0.13076923076923078,0.13127692307692307,0.19032307692307693,0.17763846153846152,0.21091538461538464,0.20663076923076923,0.129,0.13321538461538462,0.2540307692307693,0.2653461538461538,0.17436153846153843,0.17633076923076924,0.1816076923076923,0.17764615384615384,483.4223528140001
baseline,33.0,83.102564,21.125356,4.0,83.1,21.13,486.00882765699953,0.0,,0.1372153846153846,0.13990769230769232,0.1307846153846154,0.13140769230769228,0.21296923076923083,0.2030307692307692,0.21266153846153843,0.20940769230769232,0.13134615384615383,0.13841538461538466,0.25811538461538464,0.26570769230769237,0.1745923076923077,0.17673846153846157,0.18199999999999997,0.17807692307692308,486.01927433400033
contact,33.0,83.102564,21.125356,4.0,83.1,21.13,486.00882765699953,4.4252,497.355823811,0.1359923076923077,0.13882307692307694,0.13027692307692312,0.13121538461538462,0.20980000000000001,0.1997076923076923,0.20896153846153848,0.20323846153846153,0.11512307692307691,0.12163846153846153,0.2616384615384615,0.26949230769230764,0.17417692307692303,0.17693076923076928,0.18212307692307692,0.1780923076923077,498.5680167339997
baseline,34.0,79.820513,24.65812,4.0,79.82,24.66,500.48525767199953,0.0,,0.13706923076923075,0.13971538461538463,0.13189230769230773,0.1337615384615385,0.2105615384615384,0.2007,0.2187538461538462,0.21536153846153847,0.13648461538461537,0.14433076923076923,0.26312307692307696,0.26923846153846154,0.17612307692307694,0.17773076923076922,0.18255384615384618,0.17787692307692307,500.51469281200025
contact,34.0,79.820513,24.65812,4.0,79.82,24.66,500.48525767199953,4.6277,511.4019586519999,0.13712307692307693,0.13988461538461536,0.13186153846153842,0.1326692307692308,0.21388461538461542,0.20466153846153848,0.21313846153846153,0.21067692307692307,0.1367615384615385,0.14435384615384617,0.2609307692307693,0.26700769230769233,0.17662307692307697,0.17823076923076916,0.1817,0.1771769230769231,512.4154213379998
baseline,35.0,48.641026,21.005698,2.0,48.64,21.01,516.3204735059999,0.0,,0.13648461538461543,0.13926153846153844,0.13063846153846156,0.13179999999999997,0.21052307692307692,0.2008538461538462,0.21186153846153846,0.20900000000000005,0.13457692307692312,0.14284615384615387,0.2588,0.2649,0.1755076923076923,0.1773769230769231,0.180476923076923,0.17615384615384613,516.5278341650001
